,start_time,end_time,start_frame,end_frame
579,00:36:02.467,00:36:06.467,64874,64994
580,00:36:06.467,00:36:11.733,64994,65152
581,00:36:11.733,00:36:13.767,65152,65213
582,00:36:13.767,00:36:14.733,65213,65242
583,00:36:14.733,00:36:15.300,65242,65259
584,00:36:15.300,00:36:15.800,65259,65274
585,00:36:15.800,00:36:16.300,65274,65289
586,00:36:16.300,00:36:16.800,65289,65304
587,00:36:16.800,00:36:17.333,65304,65320
588,00:36:17.333,00:36:17.833,65320,65335
589,00:36:17.833,00:36:18.367,65335,65351
590,00:36:18.367,00:36:18.867,65351,65366
591,00:36:18.867,00:36:19.400,65366,65382
592,00:36:19.400,00:36:19.900,65382,65397
593,00:36:19.900,00:36:20.400,65397,65412
594,00:36:20.400,00:36:20.933,65412,65428
595,00:36:20.933,00:36:21.433,65428,65443
596,00:36:21.433,00:36:21.967,65443,65459
597,00:36:21.967,00:36:22.500,65459,65475
598,00:36:22.500,00:36:23.000,65475,65490
599,00:36:23.000,00:36:23.533,65490,65506
600,00:36:23.533,00:36:24.033,65506,65521
601,00:36:24.033,00:36:24.567,65521,65537
602,00:36:24.567,00:36:25.067,65537,65552
603,00:36:25.067,00:36:25.600,65552,65568
604,00:36:25.600,00:36:26.100,65568,65583
605,00:36:26.100,00:36:26.767,65583,65603
606,00:36:26.767,00:36:27.300,65603,65619
607,00:36:27.300,00:36:27.800,65619,65634
608,00:36:27.800,00:36:28.500,65634,65655
609,00:36:28.500,00:36:29.000,65655,65670
610,00:36:29.000,00:36:29.533,65670,65686
611,00:36:29.533,00:36:30.033,65686,65701
612,00:36:30.033,00:36:30.567,65701,65717
613,00:36:30.567,00:36:31.067,65717,65732
614,00:36:31.067,00:36:31.600,65732,65748
615,00:36:31.600,00:36:32.100,65748,65763
616,00:36:32.100,00:36:32.667,65763,65780
617,00:36:32.667,00:36:33.500,65780,65805
618,00:36:33.500,00:36:34.133,65805,65824
619,00:36:34.133,00:36:34.633,65824,65839
620,00:36:34.633,00:36:35.133,65839,65854
621,00:36:35.133,00:36:35.633,65854,65869
622,00:36:35.633,00:36:36.167,65869,65885
623,00:36:36.167,00:36:36.700,65885,65901
624,00:36:36.700,00:36:37.300,65901,65919
625,00:36:37.300,00:36:37.900,65919,65937
626,00:36:37.900,00:36:38.400,65937,65952
627,00:36:38.400,00:36:38.933,65952,65968
628,00:36:38.933,00:36:39.533,65968,65986
629,00:36:39.533,00:36:40.067,65986,66002
630,00:36:40.067,00:36:40.933,66002,66028
631,00:36:40.933,00:36:41.500,66028,66045
632,00:36:41.500,00:36:42.067,66045,66062
633,00:36:42.067,00:36:43.100,66062,66093
634,00:36:43.100,00:36:44.000,66093,66120
635,00:36:44.000,00:36:44.500,66120,66135
636,00:36:44.500,00:36:45.033,66135,66151
637,00:36:45.033,00:36:45.533,66151,66166
638,00:36:45.533,00:36:46.067,66166,66182
639,00:36:46.067,00:36:46.567,66182,66197
640,00:36:46.567,00:36:47.100,66197,66213
641,00:36:47.100,00:36:47.600,66213,66228
642,00:36:47.600,00:36:48.133,66228,66244
643,00:36:48.133,00:36:48.633,66244,66259
644,00:36:48.633,00:36:49.167,66259,66275
645,00:36:49.167,00:36:49.667,66275,66290
646,00:36:49.667,00:36:50.200,66290,66306
647,00:36:50.200,00:36:53.833,66306,66415
648,00:36:53.833,00:36:54.400,66415,66432
649,00:36:54.400,00:36:54.900,66432,66447
650,00:36:54.900,00:36:55.433,66447,66463
651,00:36:55.433,00:36:55.933,66463,66478
652,00:36:55.933,00:36:56.500,66478,66495
653,00:36:56.500,00:36:57.000,66495,66510
654,00:36:57.000,00:36:57.533,66510,66526
655,00:36:57.533,00:36:58.533,66526,66556
656,00:36:58.533,00:36:59.200,66556,66576
657,00:36:59.200,00:36:59.733,66576,66592
658,00:36:59.733,00:37:00.467,66592,66614
659,00:37:00.467,00:37:00.967,66614,66629
660,00:37:00.967,00:37:01.467,66629,66644
661,00:37:01.467,00:37:01.967,66644,66659
662,00:37:01.967,00:37:07.200,66659,66816
663,00:37:07.200,00:37:12.167,66816,66965
664,00:37:12.167,00:37:21.667,66965,67250
665,00:37:21.667,00:37:34.700,67250,67641
666,00:37:34.700,00:37:53.533,67641,68206
667,00:37:53.533,00:37:54.033,68206,68221
668,00:37:54.033,00:37:56.000,68221,68280
669,00:37:56.000,00:37:56.500,68280,68295
670,00:37:56.500,00:38:08.200,68295,68646
671,00:38:08.200,00:38:08.700,68646,68661
672,00:38:08.700,00:38:09.200,68661,68676
673,00:38:09.200,00:38:21.967,68676,69059
674,00:38:21.967,00:38:22.467,69059,69074
675,00:38:22.467,00:38:24.033,69074,69121
676,00:38:24.033,00:38:29.600,69121,69288
677,00:38:29.600,00:38:30.100,69288,69303
678,00:38:30.100,00:38:30.700,69303,69321
679,00:38:30.700,00:38:33.633,69321,69409
680,00:38:33.633,00:38:34.133,69409,69424
681,00:38:34.133,00:38:38.167,69424,69545
682,00:38:38.167,00:38:38.667,69545,69560
683,00:38:38.667,00:38:45.567,69560,69767
684,00:38:45.567,00:38:48.333,69767,69850
685,00:38:48.333,00:38:58.233,69850,70147
686,00:38:58.233,00:38:58.767,70147,70163
687,00:38:58.767,00:39:08.300,70163,70449
688,00:39:08.300,00:39:28.500,70449,71055
689,00:39:28.500,00:40:50.500,71055,73515
690,00:40:50.500,00:40:52.833,73515,73585
691,00:40:52.833,00:40:53.333,73585,73600
692,00:40:53.333,00:40:56.400,73600,73692
693,00:40:56.400,00:40:58.833,73692,73765
694,00:40:58.833,00:40:59.333,73765,73780
695,00:40:59.333,00:41:01.500,73780,73845
696,00:41:01.500,00:41:06.567,73845,73997
697,00:41:06.567,00:41:07.467,73997,74024
698,00:41:07.467,00:42:20.567,74024,76217
699,00:42:20.567,00:42:21.500,76217,76245
700,00:42:21.500,00:42:22.000,76245,76260
701,00:42:22.000,00:42:25.767,76260,76373
702,00:42:25.767,00:46:17.267,76373,83318
703,00:46:17.267,00:46:22.967,83318,83489
704,00:46:22.967,00:46:25.700,83489,83571
705,00:46:25.700,00:46:26.200,83571,83586
706,00:46:26.200,00:46:26.700,83586,83601
707,00:46:26.700,00:46:28.833,83601,83665
708,00:46:28.833,00:46:37.133,83665,83914
709,00:46:37.133,00:46:41.033,83914,84031
710,00:46:41.033,00:48:23.133,84031,87094
711,00:48:23.133,00:49:06.667,87094,88400
712,00:49:06.667,00:49:45.533,88400,89566
713,00:49:45.533,00:49:46.033,89566,89581
714,00:49:46.033,00:52:17.800,89581,94134
715,00:52:17.800,00:52:32.533,94134,94576
716,00:52:32.533,00:52:33.033,94576,94591
717,00:52:33.033,00:52:34.900,94591,94647
718,00:52:34.900,00:52:35.400,94647,94662
719,00:52:35.400,00:52:36.433,94662,94693
720,00:52:36.433,00:52:37.933,94693,94738
721,00:52:37.933,00:52:39.133,94738,94774
722,00:52:39.133,00:52:42.033,94774,94861
723,00:52:42.033,00:52:42.867,94861,94886
724,00:52:42.867,00:52:44.067,94886,94922
725,00:52:44.067,00:52:44.567,94922,94937
726,00:52:44.567,00:54:03.433,94937,97303
727,00:54:03.433,00:54:03.933,97303,97318
728,00:54:03.933,00:58:51.333,97318,105940
729,00:58:51.333,00:59:16.567,105940,106697
730,00:59:16.567,00:59:17.067,106697,106712
731,00:59:17.067,00:59:18.000,106712,106740
732,00:59:18.000,01:00:10.900,106740,108327
733,01:00:10.900,01:01:31.267,108327,110738
734,01:01:31.267,01:01:33.533,110738,110806
735,01:01:33.533,01:02:21.600,110806,112248
736,01:02:21.600,01:03:35.800,112248,114474
737,01:03:35.800,01:03:44.433,114474,114733
738,01:03:44.433,01:03:47.867,114733,114836
739,01:03:47.867,01:05:01.067,114836,117032
740,01:05:01.067,01:05:03.700,117032,117111
741,01:05:03.700,01:05:05.933,117111,117178
742,01:05:05.933,01:05:09.800,117178,117294
743,01:05:09.800,01:05:11.333,117294,117340
744,01:05:11.333,01:05:14.500,117340,117435
745,01:05:14.500,01:07:29.333,117435,121480
746,01:07:29.333,01:07:30.200,121480,121506
747,01:07:30.200,01:07:32.167,121506,121565
748,01:07:32.167,01:07:32.667,121565,121580
749,01:07:32.667,01:07:35.800,121580,121674
750,01:07:35.800,01:07:39.133,121674,121774
751,01:07:39.133,01:07:40.500,121774,121815
752,01:07:40.500,01:07:54.700,121815,122241
753,01:07:54.700,01:08:26.933,122241,123208
754,01:08:26.933,01:08:28.067,123208,123242
755,01:08:28.067,01:08:38.167,123242,123545
756,01:08:38.167,01:08:38.667,123545,123560
757,01:08:38.667,01:08:39.833,123560,123595
758,01:08:39.833,01:08:40.667,123595,123620
759,01:08:40.667,01:08:42.033,123620,123661
760,01:08:42.033,01:08:43.067,123661,123692
761,01:08:43.067,01:08:46.300,123692,123789
762,01:08:46.300,01:08:46.900,123789,123807
763,01:08:46.900,01:08:47.400,123807,123822
764,01:08:47.400,01:08:48.633,123822,123859
765,01:08:48.633,01:08:53.900,123859,124017
766,01:08:53.900,01:08:55.200,124017,124056
767,01:08:55.200,01:08:55.700,124056,124071
768,01:08:55.700,01:08:56.567,124071,124097
769,01:08:56.567,01:08:57.800,124097,124134
770,01:08:57.800,01:08:59.167,124134,124175
771,01:08:59.167,01:09:03.567,124175,124307
772,01:09:03.567,01:09:04.933,124307,124348
773,01:09:04.933,01:09:05.467,124348,124364
774,01:09:05.467,01:09:06.000,124364,124380
775,01:09:06.000,01:09:06.567,124380,124397
776,01:09:06.567,01:09:07.067,124397,124412
777,01:09:07.067,01:09:07.567,124412,124427
778,01:09:07.567,01:09:08.067,124427,124442
779,01:09:08.067,01:09:08.567,124442,124457
780,01:09:08.567,01:09:09.133,124457,124474
781,01:09:09.133,01:09:09.667,124474,124490
782,01:09:09.667,01:09:10.233,124490,124507
783,01:09:10.233,01:09:10.733,124507,124522
784,01:09:10.733,01:09:11.233,124522,124537
785,01:09:11.233,01:09:11.733,124537,124552
786,01:09:11.733,01:09:12.300,124552,124569
787,01:09:12.300,01:09:12.800,124569,124584
788,01:09:12.800,01:09:13.333,124584,124600
789,01:09:13.333,01:09:13.900,124600,124617
790,01:09:13.900,01:09:14.400,124617,124632
791,01:09:14.400,01:09:14.900,124632,124647
792,01:09:14.900,01:09:15.400,124647,124662
793,01:09:15.400,01:09:15.900,124662,124677
794,01:09:15.900,01:09:16.467,124677,124694
795,01:09:16.467,01:09:16.967,124694,124709
796,01:09:16.967,01:09:18.033,124709,124741
797,01:09:18.033,01:09:18.800,124741,124764
798,01:09:18.800,01:09:19.367,124764,124781
799,01:09:19.367,01:09:20.000,124781,124800
800,01:09:20.000,01:09:20.533,124800,124816
801,01:09:20.533,01:09:21.067,124816,124832
802,01:09:21.067,01:09:21.867,124832,124856
803,01:09:21.867,01:09:22.500,124856,124875
804,01:09:22.500,01:09:23.133,124875,124894
805,01:09:23.133,01:09:23.633,124894,124909
806,01:09:23.633,01:09:24.200,124909,124926
807,01:09:24.200,01:09:24.933,124926,124948
808,01:09:24.933,01:09:25.833,124948,124975
809,01:09:25.833,01:09:26.333,124975,124990
810,01:09:26.333,01:09:27.033,124990,125011
811,01:09:27.033,01:09:27.900,125011,125037
812,01:09:27.900,01:09:28.433,125037,125053
813,01:09:28.433,01:09:29.000,125053,125070
814,01:09:29.000,01:09:29.967,125070,125099
815,01:09:29.967,01:09:36.167,125099,125285
816,01:09:36.167,01:09:37.233,125285,125317
817,01:09:37.233,01:09:38.833,125317,125365
818,01:09:38.833,01:09:45.000,125365,125550
819,01:09:45.000,01:09:49.800,125550,125694
820,01:09:49.800,01:09:50.467,125694,125714
821,01:09:50.467,01:09:51.367,125714,125741
822,01:09:51.367,01:09:51.933,125741,125758
823,01:09:51.933,01:09:52.633,125758,125779
824,01:09:52.633,01:09:53.567,125779,125807
825,01:09:53.567,01:09:54.067,125807,125822
826,01:09:54.067,01:09:54.933,125822,125848
827,01:09:54.933,01:09:55.533,125848,125866
828,01:09:55.533,01:09:56.433,125866,125893
829,01:09:56.433,01:09:57.000,125893,125910
830,01:09:57.000,01:09:57.533,125910,125926
831,01:09:57.533,01:09:58.033,125926,125941
832,01:09:58.033,01:10:01.267,125941,126038
833,01:10:01.267,01:10:02.100,126038,126063
834,01:10:02.100,01:10:02.600,126063,126078
835,01:10:02.600,01:10:03.267,126078,126098
836,01:10:03.267,01:10:03.900,126098,126117
837,01:10:03.900,01:10:12.333,126117,126370
838,01:10:12.333,01:10:13.867,126370,126416
839,01:10:13.867,01:10:14.600,126416,126438
840,01:10:14.600,01:10:15.300,126438,126459
841,01:10:15.300,01:10:16.400,126459,126492
842,01:10:16.400,01:10:17.400,126492,126522
843,01:10:17.400,01:10:18.033,126522,126541
844,01:10:18.033,01:10:20.600,126541,126618
845,01:10:20.600,01:10:21.500,126618,126645
846,01:10:21.500,01:10:22.233,126645,126667
847,01:10:22.233,01:10:22.733,126667,126682
848,01:10:22.733,01:10:23.833,126682,126715
849,01:10:23.833,01:10:24.800,126715,126744
850,01:10:24.800,01:10:25.567,126744,126767
851,01:10:25.567,01:10:26.300,126767,126789
852,01:10:26.300,01:10:27.567,126789,126827
853,01:10:27.567,01:10:28.067,126827,126842
854,01:10:28.067,01:10:28.800,126842,126864
855,01:10:28.800,01:10:34.900,126864,127047
856,01:10:34.900,01:10:38.300,127047,127149
857,01:10:38.300,01:10:38.833,127149,127165
858,01:10:38.833,01:10:48.833,127165,127465
859,01:10:48.833,01:10:49.400,127465,127482
860,01:10:49.400,01:10:49.933,127482,127498
861,01:10:49.933,01:10:50.433,127498,127513
862,01:10:50.433,01:10:51.133,127513,127534
863,01:10:51.133,01:10:51.667,127534,127550
864,01:10:51.667,01:10:52.167,127550,127565
865,01:10:52.167,01:10:52.700,127565,127581
866,01:10:52.700,01:10:53.733,127581,127612
867,01:10:53.733,01:10:54.233,127612,127627
868,01:10:54.233,01:10:54.733,127627,127642
869,01:10:54.733,01:10:55.467,127642,127664
870,01:10:55.467,01:10:56.100,127664,127683
871,01:10:56.100,01:10:56.733,127683,127702
872,01:10:56.733,01:10:57.367,127702,127721
873,01:10:57.367,01:10:58.300,127721,127749
874,01:10:58.300,01:10:58.867,127749,127766
875,01:10:58.867,01:10:59.400,127766,127782
876,01:10:59.400,01:11:00.633,127782,127819
877,01:11:00.633,01:11:01.133,127819,127834
878,01:11:01.133,01:11:01.633,127834,127849
879,01:11:01.633,01:11:03.167,127849,127895
880,01:11:03.167,01:11:03.667,127895,127910
881,01:11:03.667,01:11:04.400,127910,127932
882,01:11:04.400,01:11:05.467,127932,127964
883,01:11:05.467,01:11:06.767,127964,128003
884,01:11:06.767,01:11:07.300,128003,128019
885,01:11:07.300,01:11:07.867,128019,128036
886,01:11:07.867,01:11:08.600,128036,128058
887,01:11:08.600,01:11:09.200,128058,128076
888,01:11:09.200,01:11:09.700,128076,128091
889,01:11:09.700,01:11:10.367,128091,128111
890,01:11:10.367,01:11:10.900,128111,128127
891,01:11:10.900,01:11:11.433,128127,128143
892,01:11:11.433,01:11:11.933,128143,128158
893,01:11:11.933,01:11:12.433,128158,128173
894,01:11:12.433,01:11:12.933,128173,128188
895,01:11:12.933,01:11:13.467,128188,128204
896,01:11:13.467,01:11:13.967,128204,128219
897,01:11:13.967,01:11:14.733,128219,128242
898,01:11:14.733,01:11:15.300,128242,128259
899,01:11:15.300,01:11:19.000,128259,128370
900,01:11:19.000,01:11:19.533,128370,128386
901,01:11:19.533,01:11:35.267,128386,128858
902,01:11:35.267,01:11:41.400,128858,129042
903,01:11:41.400,01:11:50.867,129042,129326
904,01:11:50.867,01:11:51.633,129326,129349
905,01:11:51.633,01:12:00.367,129349,129611
906,01:12:00.367,01:12:01.567,129611,129647
907,01:12:01.567,01:12:02.067,129647,129662
908,01:12:02.067,01:12:02.633,129662,129679
909,01:12:02.633,01:12:03.133,129679,129694
910,01:12:03.133,01:12:03.633,129694,129709
911,01:12:03.633,01:12:04.133,129709,129724
912,01:12:04.133,01:12:05.067,129724,129752
913,01:12:05.067,01:12:05.600,129752,129768
914,01:12:05.600,01:12:06.100,129768,129783
915,01:12:06.100,01:12:06.733,129783,129802
916,01:12:06.733,01:12:07.267,129802,129818
917,01:12:07.267,01:12:07.800,129818,129834
918,01:12:07.800,01:12:08.300,129834,129849
919,01:12:08.300,01:12:08.867,129849,129866
920,01:12:08.867,01:12:09.533,129866,129886
921,01:12:09.533,01:12:10.067,129886,129902
922,01:12:10.067,01:12:10.600,129902,129918
923,01:12:10.600,01:12:11.133,129918,129934
924,01:12:11.133,01:12:11.633,129934,129949
925,01:12:11.633,01:12:12.133,129949,129964
926,01:12:12.133,01:12:12.633,129964,129979
927,01:12:12.633,01:12:13.133,129979,129994
928,01:12:13.133,01:12:13.633,129994,130009
929,01:12:13.633,01:12:14.133,130009,130024
930,01:12:14.133,01:12:14.633,130024,130039
931,01:12:14.633,01:12:15.133,130039,130054
932,01:12:15.133,01:12:15.633,130054,130069
933,01:12:15.633,01:12:16.133,130069,130084
934,01:12:16.133,01:12:16.633,130084,130099
935,01:12:16.633,01:12:17.133,130099,130114
936,01:12:17.133,01:12:17.633,130114,130129
937,01:12:17.633,01:12:18.133,130129,130144
938,01:12:18.133,01:12:18.633,130144,130159
939,01:12:18.633,01:12:19.133,130159,130174
940,01:12:19.133,01:12:19.633,130174,130189
941,01:12:19.633,01:12:20.133,130189,130204
942,01:12:20.133,01:12:20.633,130204,130219
943,01:12:20.633,01:12:21.133,130219,130234
944,01:12:21.133,01:12:21.633,130234,130249
945,01:12:21.633,01:12:22.133,130249,130264
946,01:12:22.133,01:12:22.633,130264,130279
947,01:12:22.633,01:12:23.133,130279,130294
948,01:12:23.133,01:12:23.633,130294,130309
949,01:12:23.633,01:12:24.133,130309,130324
950,01:12:24.133,01:12:24.633,130324,130339
951,01:12:24.633,01:12:25.133,130339,130354
952,01:12:25.133,01:12:25.633,130354,130369
953,01:12:25.633,01:12:26.133,130369,130384
954,01:12:26.133,01:12:26.633,130384,130399
955,01:12:26.633,01:12:27.167,130399,130415
956,01:12:27.167,01:12:27.667,130415,130430
957,01:12:27.667,01:12:28.167,130430,130445
958,01:12:28.167,01:12:28.667,130445,130460
959,01:12:28.667,01:12:29.167,130460,130475
960,01:12:29.167,01:12:29.667,130475,130490
961,01:12:29.667,01:12:30.167,130490,130505
962,01:12:30.167,01:12:30.667,130505,130520
963,01:12:30.667,01:12:31.167,130520,130535
964,01:12:31.167,01:12:31.667,130535,130550
965,01:12:31.667,01:12:32.167,130550,130565
966,01:12:32.167,01:12:32.667,130565,130580
967,01:12:32.667,01:12:33.167,130580,130595
968,01:12:33.167,01:12:33.667,130595,130610
969,01:12:33.667,01:12:34.167,130610,130625
970,01:12:34.167,01:12:34.667,130625,130640
971,01:12:34.667,01:12:35.167,130640,130655
972,01:12:35.167,01:12:35.667,130655,130670
973,01:12:35.667,01:12:36.167,130670,130685
974,01:12:36.167,01:12:36.667,130685,130700
975,01:12:36.667,01:12:37.167,130700,130715
976,01:12:37.167,01:12:37.667,130715,130730
977,01:12:37.667,01:12:38.167,130730,130745
978,01:12:38.167,01:12:38.667,130745,130760
979,01:12:38.667,01:12:39.167,130760,130775
980,01:12:39.167,01:12:39.667,130775,130790
981,01:12:39.667,01:12:40.167,130790,130805
982,01:12:40.167,01:12:40.667,130805,130820
983,01:12:40.667,01:12:41.167,130820,130835
984,01:12:41.167,01:12:48.800,130835,131064
985,01:12:48.800,01:12:49.600,131064,131088
986,01:12:49.600,01:12:53.000,131088,131190
987,01:12:53.000,01:13:01.267,131190,131438
988,01:13:01.267,01:13:03.967,131438,131519
989,01:13:03.967,01:13:10.600,131519,131718
990,01:13:10.600,01:13:15.333,131718,131860
991,01:13:15.333,01:13:17.200,131860,131916
992,01:13:17.200,01:13:17.767,131916,131933
993,01:13:17.767,01:13:18.267,131933,131948
994,01:13:18.267,01:13:18.767,131948,131963
995,01:13:18.767,01:13:19.300,131963,131979
996,01:13:19.300,01:13:19.800,131979,131994
997,01:13:19.800,01:13:20.400,131994,132012
998,01:13:20.400,01:13:21.033,132012,132031
999,01:13:21.033,01:13:21.933,132031,132058
1000,01:13:21.933,01:13:22.433,132058,132073
1001,01:13:22.433,01:13:22.933,132073,132088
1002,01:13:22.933,01:13:23.433,132088,132103
1003,01:13:23.433,01:13:23.967,132103,132119
1004,01:13:23.967,01:13:24.567,132119,132137
1005,01:13:24.567,01:13:26.000,132137,132180
1006,01:13:26.000,01:13:26.933,132180,132208
1007,01:13:26.933,01:13:28.800,132208,132264
1008,01:13:28.800,01:13:30.700,132264,132321
1009,01:13:30.700,01:13:32.600,132321,132378
1010,01:13:32.600,01:13:34.733,132378,132442
1011,01:13:34.733,01:14:05.667,132442,133370
1012,01:14:05.667,01:14:06.367,133370,133391
1013,01:14:06.367,01:14:22.300,133391,133869
1014,01:14:22.300,01:14:22.800,133869,133884
1015,01:14:22.800,01:14:23.300,133884,133899
1016,01:14:23.300,01:14:23.800,133899,133914
1017,01:14:23.800,01:14:24.300,133914,133929
1018,01:14:24.300,01:14:24.800,133929,133944
1019,01:14:24.800,01:14:25.300,133944,133959
1020,01:14:25.300,01:14:25.967,133959,133979
1021,01:14:25.967,01:14:26.533,133979,133996
1022,01:14:26.533,01:14:27.300,133996,134019
1023,01:14:27.300,01:14:27.800,134019,134034
1024,01:14:27.800,01:14:28.300,134034,134049
1025,01:14:28.300,01:14:31.000,134049,134130
1026,01:14:31.000,01:14:31.500,134130,134145
1027,01:14:31.500,01:14:33.667,134145,134210
1028,01:14:33.667,01:14:34.167,134210,134225
1029,01:14:34.167,01:14:34.667,134225,134240
1030,01:14:34.667,01:14:35.167,134240,134255
1031,01:14:35.167,01:14:35.667,134255,134270
1032,01:14:35.667,01:14:36.167,134270,134285
1033,01:14:36.167,01:14:36.667,134285,134300
1034,01:14:36.667,01:14:37.167,134300,134315
1035,01:14:37.167,01:14:37.667,134315,134330
1036,01:14:37.667,01:14:38.167,134330,134345
1037,01:14:38.167,01:14:38.667,134345,134360
1038,01:14:38.667,01:14:39.167,134360,134375
1039,01:14:39.167,01:14:39.667,134375,134390
1040,01:14:39.667,01:14:40.167,134390,134405
1041,01:14:40.167,01:14:40.667,134405,134420
1042,01:14:40.667,01:14:41.167,134420,134435
1043,01:14:41.167,01:14:41.667,134435,134450
1044,01:14:41.667,01:14:42.167,134450,134465
1045,01:14:42.167,01:14:42.667,134465,134480
1046,01:14:42.667,01:14:45.800,134480,134574
1047,01:14:45.800,01:14:47.333,134574,134620
1048,01:14:47.333,01:14:48.067,134620,134642
1049,01:14:48.067,01:14:49.133,134642,134674
1050,01:14:49.133,01:14:52.100,134674,134763
1051,01:14:52.100,01:14:52.600,134763,134778
1052,01:14:52.600,01:14:56.233,134778,134887
1053,01:14:56.233,01:14:57.367,134887,134921
1054,01:14:57.367,01:15:05.133,134921,135154
1055,01:15:05.133,01:15:08.800,135154,135264
1056,01:15:08.800,01:20:23.433,135264,144703
1057,01:20:23.433,01:20:25.933,144703,144778
1058,01:20:25.933,01:20:29.333,144778,144880
1059,01:20:29.333,01:20:29.833,144880,144895
1060,01:20:29.833,01:20:30.467,144895,144914
1061,01:20:30.467,01:20:31.000,144914,144930
1062,01:20:31.000,01:20:32.733,144930,144982
1063,01:20:32.733,01:20:37.733,144982,145132
1064,01:20:37.733,01:20:40.100,145132,145203
1065,01:20:40.100,01:20:40.600,145203,145218
1066,01:20:40.600,01:20:41.100,145218,145233
1067,01:20:41.100,01:20:49.700,145233,145491
1068,01:20:49.700,01:20:52.700,145491,145581
1069,01:20:52.700,01:20:54.067,145581,145622
1070,01:20:54.067,01:21:50.567,145622,147317
1071,01:21:50.567,01:23:17.333,147317,149920
1072,01:23:17.333,01:23:34.667,149920,150440
1073,01:23:34.667,01:23:41.433,150440,150643
1074,01:23:41.433,01:23:42.500,150643,150675
1075,01:23:42.500,01:23:54.733,150675,151042
1076,01:23:54.733,01:24:27.267,151042,152018
1077,01:24:27.267,01:24:27.767,152018,152033
1078,01:24:27.767,01:24:28.467,152033,152054
1079,01:24:28.467,01:24:34.633,152054,152239
1080,01:24:34.633,01:24:36.000,152239,152280
1081,01:24:36.000,01:24:37.700,152280,152331
1082,01:24:37.700,01:24:38.200,152331,152346
1083,01:24:38.200,01:24:38.700,152346,152361
1084,01:24:38.700,01:24:40.600,152361,152418
1085,01:24:40.600,01:24:41.200,152418,152436
1086,01:24:41.200,01:24:41.700,152436,152451
1087,01:24:41.700,01:24:42.200,152451,152466
1088,01:24:42.200,01:24:59.433,152466,152983
1089,01:24:59.433,01:24:59.933,152983,152998
1090,01:24:59.933,01:26:43.633,152998,156109
1091,01:26:43.633,01:27:16.400,156109,157092
1092,01:27:16.400,01:28:25.267,157092,159158
1093,01:28:25.267,01:28:26.500,159158,159195
1094,01:28:26.500,01:28:27.000,159195,159210
1095,01:28:27.000,01:28:31.933,159210,159358
1096,01:28:31.933,01:28:41.433,159358,159643
1097,01:28:41.433,01:28:53.900,159643,160017
1098,01:28:53.900,01:29:12.567,160017,160577
1099,01:29:12.567,01:29:29.833,160577,161095
1100,01:29:29.833,01:29:51.900,161095,161757
1101,01:29:51.900,01:29:59.933,161757,161998
1102,01:29:59.933,01:30:16.667,161998,162500
1103,01:30:16.667,01:30:49.433,162500,163483
1104,01:30:49.433,01:31:08.600,163483,164058
1105,01:31:08.600,01:32:01.600,164058,165648
1106,01:32:01.600,01:32:40.267,165648,166808
1107,01:32:40.267,01:32:43.033,166808,166891
1108,01:32:43.033,01:32:54.367,166891,167231
1109,01:32:54.367,01:33:22.433,167231,168073
1110,01:33:22.433,01:35:13.367,168073,171401
1111,01:35:13.367,01:35:13.867,171401,171416
1112,01:35:13.867,01:35:14.733,171416,171442
1113,01:35:14.733,01:35:21.800,171442,171654
1114,01:35:21.800,01:35:22.633,171654,171679
1115,01:35:22.633,01:35:30.300,171679,171909
1116,01:35:30.300,01:35:30.800,171909,171924
1117,01:35:30.800,01:35:31.433,171924,171943
1118,01:35:31.433,01:35:32.000,171943,171960
1119,01:35:32.000,01:35:48.667,171960,172460
1120,01:35:48.667,01:35:52.633,172460,172579
1121,01:35:52.633,01:35:53.133,172579,172594
1122,01:35:53.133,01:36:18.467,172594,173354
1123,01:36:18.467,01:36:18.967,173354,173369
1124,01:36:18.967,01:36:24.533,173369,173536
1125,01:36:24.533,01:36:32.533,173536,173776
1126,01:36:32.533,01:36:48.000,173776,174240
1127,01:36:48.000,01:36:58.200,174240,174546
1128,01:36:58.200,01:36:59.133,174546,174574
1129,01:36:59.133,01:37:08.100,174574,174843
1130,01:37:08.100,01:37:13.633,174843,175009
1131,01:37:13.633,01:37:34.100,175009,175623
1132,01:37:34.100,01:37:34.767,175623,175643
1133,01:37:34.767,01:37:35.567,175643,175667
1134,01:37:35.567,01:37:36.067,175667,175682
1135,01:37:36.067,01:37:37.000,175682,175710
1136,01:37:37.000,01:37:52.133,175710,176164
1137,01:37:52.133,01:37:54.333,176164,176230
1138,01:37:54.333,01:37:55.033,176230,176251
1139,01:37:55.033,01:37:56.000,176251,176280
1140,01:37:56.000,01:37:58.233,176280,176347
1141,01:37:58.233,01:38:09.100,176347,176673
1142,01:38:09.100,01:38:10.100,176673,176703
1143,01:38:10.100,01:38:21.500,176703,177045
1144,01:38:21.500,01:38:23.100,177045,177093
1145,01:38:23.100,01:38:23.667,177093,177110
1146,01:38:23.667,01:38:25.067,177110,177152
1147,01:38:25.067,01:38:26.067,177152,177182
1148,01:38:26.067,01:38:35.167,177182,177455
1149,01:38:35.167,01:38:50.200,177455,177906
1150,01:38:50.200,01:39:27.367,177906,179021
1151,01:39:27.367,01:41:35.300,179021,182859
1152,01:41:35.300,01:41:36.267,182859,182888
1153,01:41:36.267,01:42:15.667,182888,184070
1154,01:42:15.667,01:42:16.300,184070,184089
