start_time,length,rename_to
0,25,chunked_videos/PGxaDF96-V4-scene001/split_0.mp4
25,25,chunked_videos/PGxaDF96-V4-scene001/split_1.mp4
50,25,chunked_videos/PGxaDF96-V4-scene001/split_2.mp4
75,25,chunked_videos/PGxaDF96-V4-scene001/split_3.mp4
100,25,chunked_videos/PGxaDF96-V4-scene001/split_4.mp4
125,25,chunked_videos/PGxaDF96-V4-scene001/split_5.mp4
150,25,chunked_videos/PGxaDF96-V4-scene001/split_6.mp4
